GEOID,new_oneperson_hh,new_twoperson_hh,new_total_tract_population,new_total_housing_units,new_hh_income_low,new_hh_income_mid,new_hh_income_high,new_nocar,new_basic,new_retail,new_service,new_total_emp
08093000200,255,858,3836,1939,115,490,847,0,91,33,89,213
08031001902,15,23,778,66,0,16,22,0,428,6,4373,4807
08031008305,113,184,4792,1082,215,413,424,37,22,0,19,41
08001009306,354,322,3588,1243,104,668,471,52,27,81,286,394
08059011550,1142,1085,6491,3227,741,1523,762,480,932,361,1377,2670
08059011951,407,550,3409,1586,138,544,750,22,28,0,77,105
08031001901,504,361,3346,1290,522,400,316,334,4085,129,1835,6049
08031012001,313,354,1977,957,164,236,511,44,15,0,167,182
08031003003,434,486,3346,1223,142,444,541,81,59,58,587,704
08035014110,705,747,5716,2420,223,864,1282,122,72,133,726,931
08001008549,188,454,4022,1295,78,411,806,8,27,0,50,77
08005005800,422,524,2837,1340,141,378,752,63,38,37,200,275
08059011401,480,489,2460,1249,310,574,273,268,48,634,646,1328
08059010504,288,559,3016,1283,110,242,902,12,87,32,676,795
08059011202,463,609,4920,1812,132,703,899,23,140,94,2531,2765
08059010701,782,592,4470,2052,410,751,773,119,146,47,520,713
08059012054,329,668,3946,1733,59,288,1236,31,106,1952,1893,3951
08005005700,889,607,3927,2055,354,895,645,163,943,789,2302,4034
08005006200,450,491,3518,1459,156,603,653,72,1406,156,1515,3077
08005006708,369,829,5058,2039,77,515,1372,33,97,453,748,1298
08035014300,112,178,923,570,52,165,182,7,61,6,42,109
08059012047,351,550,4435,1728,125,605,938,17,76,16,232,324
08005006502,390,665,3523,1598,183,610,681,60,163,35,3481,3679
08031004504,159,271,4638,1324,332,550,383,65,11,8,129,148
08001009502,342,566,4977,1649,131,657,810,87,1426,540,524,2490
08014980100,0,0,0,0,0,0,0,0,NA,NA,NA,NA
08005006712,152,237,1402,666,33,82,461,0,7715,713,19800,28228
08059011300,589,529,3229,1571,352,493,639,164,57,64,491,612
08059012059,108,607,3247,1211,44,381,760,21,68,12,265,345
08005081500,1439,700,2887,2313,594,1118,427,131,234,0,1229,1463
08031002701,2717,823,4592,3868,1091,1600,897,974,439,89,8842,9370
08005006100,691,530,3391,1732,308,708,627,199,31,78,481,590
08031003601,478,651,4552,1913,435,510,808,343,169,106,356,631
08005005614,311,539,3212,1326,96,426,781,58,97,361,516,974
08001007802,340,454,4389,1567,594,655,205,410,23,185,272,480
08059012060,450,481,3355,1435,161,443,831,10,27,21,43,91
08005006858,1310,924,5147,3218,545,849,1361,210,3031,656,20748,24435
08001009101,239,451,4639,1445,108,713,598,5,138,21,190,349
08031007037,797,509,4361,2128,537,867,497,159,17,20,1186,1223
08005084800,140,343,3605,1220,65,304,824,0,16,2,60,78
08001008709,853,444,7668,2557,701,1346,469,404,11216,965,3220,15401
08035014124,145,727,5288,1817,26,237,1539,8,87,18,269,374
08001008524,219,802,9158,2712,94,500,2075,41,94,194,387,675
08031001302,351,549,3974,1453,303,717,375,31,1530,141,360,2031
08014030000,413,426,3579,1455,192,552,680,56,69,62,553,684
08059009847,316,597,3262,1416,130,332,874,13,163,22,719,904
08005082700,168,495,3606,1179,55,397,727,19,18,181,231,430
08001009410,177,549,3064,1215,99,182,891,50,65,16,211,292
08001008548,147,238,1639,615,107,167,341,6,5,0,90,95
08001009408,313,726,4754,1904,66,476,1248,67,72,246,1798,2116
08014030800,366,459,5958,1985,159,558,1244,35,48,441,608,1097
08059011723,689,550,3418,1699,328,701,610,147,514,444,1420,2378
08035014129,165,415,3742,1263,41,253,969,12,114,4,97,215
08059012044,383,449,4117,1638,111,333,1108,0,91,312,946,1349
08059011729,813,715,4207,2039,141,1056,788,56,130,128,1050,1308
08031004004,313,308,1965,891,103,293,495,15,72,54,217,343
08031000102,461,726,3491,1647,253,344,1006,78,93,58,291,442
08005006713,419,353,1806,999,49,369,517,71,415,171,5621,6207
08059011804,372,651,4491,1673,210,646,817,54,111,27,367,505
08005085600,55,327,3396,1026,10,75,923,4,60,4,166,230
08014030300,572,585,3922,1705,336,659,710,143,30,612,2233,2875
08059012051,179,616,3658,1304,90,281,925,0,108,248,604,960
08035014114,271,573,3507,1421,88,350,924,1,177,1098,1656,2931
08059009831,362,646,2624,1364,73,732,474,19,983,1163,1055,3201
08005086900,597,495,3118,1604,343,506,617,155,108,28,1684,1820
08001009409,505,1141,5473,2404,104,557,1648,129,88,0,478,566
08059012052,440,772,5234,2124,151,522,1360,14,65,18,405,488
08019014700,698,1038,5277,3032,167,902,1332,0,203,48,396,647
08031002901,709,788,3559,1930,186,638,1014,122,139,177,5899,6215
08031000905,167,433,4263,1328,223,569,489,105,42,9,148,199
08059011720,449,966,4843,2058,134,577,1337,10,634,175,711,1520
08001009606,390,264,2758,1131,264,408,388,129,244,77,252,573
08059980000,0,0,0,0,0,0,0,0,6,0,3163,3169
08059010902,434,255,2517,1174,186,621,270,153,3433,520,1672,5625
08001008706,342,343,6056,1734,449,824,367,37,85,76,514,675
08031003402,477,689,4856,2092,149,264,1542,19,94,111,873,1078
08031000401,378,542,3601,1474,259,413,733,134,35,66,425,526
08059012042,236,484,3859,1381,69,386,898,29,87,87,420,594
08005086200,127,576,6859,2021,30,388,1603,9,67,177,447,691
08005004951,681,459,1984,1308,167,664,393,133,13,7,155,175
08035014115,355,659,4208,1692,48,288,1349,84,66,3,482,551
08031002601,1829,755,3869,3057,799,1060,841,1081,3198,40,16623,19861
08019014900,567,402,2533,1897,312,505,392,32,784,42,1154,1980
08059010901,618,821,5293,2145,347,651,1147,232,496,1628,2109,4233
08031004505,200,246,4884,1422,488,520,344,83,62,60,202,324
08001008544,201,439,5729,1778,80,338,1334,25,68,38,319,425
08001009752,231,274,3257,1069,119,382,491,40,668,27,124,819
08059012058,289,786,3853,2035,58,544,982,10,101,26,258,385
08059011708,485,540,4279,1669,174,643,852,48,115,41,287,443
08031005104,899,406,3863,1778,466,806,414,278,423,333,3290,4046
08005006815,546,621,4728,1977,113,853,894,80,1419,800,4492,6711
08031000502,1024,1122,6006,3017,918,467,1440,572,105,54,370,529
08031005502,110,207,2223,597,71,202,318,0,28,0,1744,1772
08031008312,524,374,8245,2391,374,1102,877,182,1547,375,589,2511
08014031100,1812,1453,6385,3989,394,1687,1657,204,7296,2306,12541,22143
08005006704,158,647,4613,1664,71,133,1378,0,54,69,765,888
08031007089,2700,816,5194,3972,1043,2099,593,312,12,6,201,219
08035014139,386,467,4160,1636,97,336,1147,50,99,239,637,975
08035014130,166,876,7396,2471,12,307,2110,13,106,26,317,449
08035014127,137,579,5289,1812,66,243,1415,20,120,14,197,331
08059010702,594,1105,5249,2536,463,1081,824,83,33,19,409,461
08059012055,321,660,4037,1641,166,402,1061,18,65,239,477,781
08005087300,908,931,8018,3473,503,1396,1242,166,993,115,765,1873
08001009308,344,373,4445,1435,189,641,540,42,297,146,593,1036
08031008390,484,690,9739,2983,333,1259,1331,0,50,46,175,271
08093000500,249,729,2702,2964,299,310,518,15,63,3,213,279
08059010100,483,822,5553,2170,427,579,1039,57,403,1241,15942,17586
08039961206,228,518,3735,1383,150,214,1002,19,213,7,139,359
08059012036,253,555,3986,1530,147,271,1056,12,6790,1,335,7126
08035014203,183,904,6684,2402,50,250,2032,0,147,91,438,676
08031004801,254,408,3627,1154,100,402,652,65,18,579,147,744
08005005627,421,656,4783,1842,109,486,1247,36,67,87,498,652
08059011728,218,495,2804,1154,87,336,688,25,108,12,224,344
08005005633,354,522,3222,1378,95,349,924,34,306,100,1236,1642
08059011711,607,618,4349,1869,272,700,827,65,62,102,651,815
08005006604,783,505,4544,2036,455,756,663,307,47,347,457,851
08005005620,867,581,3152,1842,302,765,658,124,12,401,902,1315
08001009319,183,247,2595,937,239,396,227,54,24,43,141,208
08001008507,283,509,6703,2028,113,720,1078,117,71,55,203,329
08014030100,233,331,2271,928,111,356,442,48,33,16,557,606
08001008705,255,411,5511,1541,220,786,442,120,327,204,382,913
08005005611,459,768,5338,2020,150,616,1183,15,112,648,493,1253
08031012014,1085,1336,6819,3245,515,1258,1426,29,97,1217,385,1699
08059012037,410,771,3523,1575,94,325,1146,0,189,62,317,568
08005005623,384,784,4394,1803,89,497,1149,42,267,511,598,1376
08005005553,430,505,4199,1580,264,683,583,35,328,453,658,1439
08005086300,489,708,4744,2026,191,591,1136,23,123,543,977,1643
08001009307,356,248,3483,1301,149,519,520,41,75,144,433,652
08031004403,753,723,4342,2074,224,1006,726,104,11,51,234,296
08031005200,298,564,3479,1419,124,387,840,9,137,60,1842,2039
08005007104,129,419,5898,1512,14,513,955,27,1094,60,1537,2691
08005007101,408,687,5726,2125,172,797,1024,28,308,106,371,785
08001008901,146,145,2800,727,119,351,244,22,2856,110,786,3752
08035014406,839,1425,13460,4629,180,1027,3370,229,428,96,1633,2157
08031004603,549,614,6117,2148,357,1073,692,138,30,179,323,532
08035014123,280,644,3537,1440,115,426,800,84,303,1933,1618,3854
08005005629,85,331,2483,839,44,141,640,4,564,97,1093,1754
08031008387,207,313,7596,1788,187,655,909,10,59,0,8,67
08035014007,494,719,3374,1738,165,472,986,116,1903,23,10672,12598
08035013907,377,670,5591,2106,205,455,1390,108,188,526,1136,1850
08001008402,205,619,5141,1825,82,572,1038,36,235,22,369,626
08059012030,269,719,3867,1643,129,417,993,14,71,6,556,633
08031001402,359,443,4743,1601,342,734,502,206,24,8,190,222
08014030500,407,632,5836,2150,125,328,1671,173,116,80,570,766
08059012032,159,542,2734,1112,94,209,767,11,176,189,450,815
08059011803,577,637,5435,2055,312,956,764,35,84,83,451,618
08059009848,200,370,2629,1112,135,199,642,70,226,234,817,1277
08059012035,142,681,5286,1857,56,267,1494,20,1706,14,416,2136
08059011732,1098,953,4786,2718,303,1485,758,175,656,24,2907,3587
08001008543,650,676,9090,2809,318,965,1526,85,303,44,856,1203
08005006501,584,462,2276,1386,292,546,386,186,549,195,4149,4893
08031006810,1007,885,5836,2834,334,1187,1129,64,312,630,1447,2389
08001060200,492,593,4157,1914,121,843,732,88,1439,46,4348,5833
08001008604,228,316,5254,1183,78,464,594,0,105,133,272,510
08001009316,487,654,7372,2402,475,1128,625,34,179,87,273,539
08005007106,301,384,6180,1917,53,311,1519,19,97,220,178,495
08059011726,483,861,6079,2294,214,667,1373,16,143,196,860,1199
08035014116,781,857,5918,2695,68,839,1606,80,1180,4736,6016,11932
08035014137,242,623,9813,2961,195,244,2491,50,268,8,463,739
08031003602,436,714,4862,1898,391,756,663,157,459,218,862,1539
08035014013,223,860,8314,2600,55,384,2132,10,106,70,333,509
08035014134,309,462,6329,2034,105,224,1705,33,61,193,314,568
08005006000,699,431,2683,1464,309,509,583,171,1912,840,2853,5605
08001009406,394,653,4586,1749,128,650,894,16,30,347,152,529
08001015000,448,309,2984,1170,340,573,257,70,10808,334,3306,14448
08001009323,327,531,3837,1510,242,750,448,35,224,691,2165,3080
08031007006,1146,650,5228,2701,391,1672,437,294,24,16,229,269
08031004102,349,506,5054,1605,312,716,544,178,4199,343,3995,8537
08059012026,362,557,3347,1614,124,367,903,10,55,19,421,495
08031003203,347,515,3032,1385,70,153,1061,30,104,184,1030,1318
08059010403,901,792,5653,2551,529,1050,957,110,1069,489,1737,3295
08001009321,262,385,4031,1381,219,660,362,26,17,312,317,646
08059010000,424,484,5469,1279,230,542,470,143,322,498,7166,7986
08059009843,865,1049,8439,3273,286,830,2087,134,1373,14,502,1889
08005005625,405,525,3541,1421,94,382,945,39,77,13,143,233
08005006400,342,442,3357,1380,177,569,554,47,1070,455,513,2038
08035014202,133,382,2159,925,50,212,527,13,372,8,164,544
08014031300,101,317,2574,880,8,81,773,0,54,11,202,267
08059012045,300,935,6185,2243,107,608,1509,38,87,22,135,244
08031002000,864,543,2256,1698,279,300,913,313,958,253,3241,4452
08035013910,199,765,7582,2515,13,493,1908,0,90,4,179,273
08059009806,517,647,3867,1683,82,450,1120,22,241,4,3090,3335
08059011710,622,751,3889,1918,284,701,800,70,44,22,113,179
08059012027,228,604,3122,1267,45,239,912,17,159,20,447,626
08031011903,193,399,2496,941,103,372,466,39,44,59,174,277
08035014005,300,510,5008,1805,70,463,1241,28,34,0,353,387
08005086400,99,326,1988,747,10,64,636,5,112,85,59,256
08031000201,658,612,3820,1763,407,574,682,262,1458,164,363,1985
08019014800,275,313,1685,864,251,296,238,75,79,133,722,934
08014030200,233,438,2052,922,68,345,493,11,1191,416,1339,2946
08005007105,300,666,7006,2214,164,724,1262,10,307,41,136,484
08031004106,662,795,13570,3906,155,525,3183,63,10735,736,3863,15334
08031004107,1456,1391,13352,5281,422,1177,3559,168,1993,2244,4521,8758
08005005634,699,734,3309,1721,261,632,806,56,5630,357,2140,8127
08059011727,382,709,3538,1538,73,488,977,17,150,319,487,956
08059060300,245,595,4801,1673,60,399,1214,6,49,146,157,352
08035014125,671,844,5123,2293,128,544,1502,64,53,604,6701,7358
08059009827,605,931,6218,2513,323,983,1159,107,197,661,2155,3013
08001008505,557,620,7266,2356,271,929,1077,31,220,232,277,729
08001008506,1054,695,6775,2764,512,1451,754,386,83,432,6386,6901
08031003300,469,605,3215,1522,175,319,954,51,127,2,628,757
08005087200,804,733,4142,2227,424,713,857,224,436,253,860,1549
08031012010,1019,933,5322,2591,164,1171,1237,32,156,978,772,1906
08059015900,322,558,3686,1483,153,620,597,46,72,3,279,354
08031004104,511,741,4758,1975,138,541,1251,108,338,7,339,684
08005005952,742,530,3758,2034,249,672,837,132,28,91,339,458
08035014131,1181,998,5134,2818,314,944,1465,322,2783,1527,7360,11670
08035014001,1089,1015,8007,3380,313,959,2051,19,5940,388,5729,12057
08005006705,8,308,2034,679,14,51,596,12,22,5,535,562
08059012038,220,588,3910,1399,69,437,893,12,29,198,114,341
08005005621,330,455,2774,1224,96,279,808,101,92,9,255,356
08005085100,170,541,6622,2008,53,243,1679,0,46,1,265,312
08059011806,812,559,5360,2234,691,782,675,270,105,19,1030,1154
08031000902,409,568,6145,1961,282,999,637,21,40,42,227,309
08031002300,640,880,5528,2299,312,601,1330,356,55,1,255,311
08005084300,224,275,3740,1169,65,416,688,27,18,123,328,469
08005085500,173,731,5535,1804,53,401,1350,10,49,50,98,197
08035014112,252,525,3913,1485,60,267,1105,20,29,2,72,103
08014031200,731,1067,4872,2538,253,774,1299,25,3506,276,1763,5545
08001007900,527,665,5627,2064,488,966,496,265,221,84,481,786
08005007202,336,380,4218,1385,335,653,361,177,15,9,201,225
08035014405,225,708,7560,2432,109,395,1912,32,119,9,310,438
08059010502,705,1083,5092,2330,370,936,1007,190,80,162,4498,4740
08059010603,761,535,3407,1761,348,717,617,115,174,613,1337,2124
08005086600,487,1453,5909,2587,154,894,1521,18,95,44,317,456
08059009837,172,907,6533,2210,85,333,1792,0,294,9,287,590
08059009845,353,903,4210,1829,76,313,1389,0,343,52,1263,1658
08035014503,503,815,5683,2247,189,787,1228,53,172,601,7940,8713
08059010801,365,418,2520,1142,137,301,691,35,166,39,409,614
08031008386,129,148,5449,1288,211,450,627,31,17,162,121,300
08005007400,464,376,5386,1661,386,671,569,139,30,160,5715,5905
08059012048,379,340,2449,1099,148,356,535,143,95,151,669,915
08059009828,790,700,5802,2247,314,765,1168,85,39,35,997,1071
08059012034,113,748,3710,1433,80,168,1144,0,71,13,217,301
08035014204,153,544,3213,1198,31,194,973,0,136,3,135,274
08005005630,336,933,5824,2234,158,625,1399,0,55,137,788,980
08005005951,1722,493,4509,2617,782,1201,558,568,64,231,5665,5960
08035014602,156,470,2658,1027,58,205,732,19,256,31,83,370
08035013911,216,522,7409,2172,38,271,1841,12,249,3,313,565
08005007302,604,493,5121,1980,524,1033,254,468,42,413,1083,1538
08005005552,591,387,2754,1326,422,636,236,93,1267,49,813,2129
08031003500,324,397,6636,1995,425,813,571,91,4997,126,1998,7121
08005006857,195,367,2238,899,47,170,659,29,36,0,175,211
08035014136,455,822,9614,3109,150,596,2363,90,178,439,1442,2059
08047013800,965,1293,6018,3799,340,1057,1405,58,128,18,4437,4583
08005006706,495,736,5262,2102,101,579,1391,66,97,7,583,687
08031003001,807,1205,5874,2865,235,643,1841,65,406,236,1893,2535
08059009852,257,644,4038,1602,75,390,1072,17,2010,108,1294,3412
08059011724,253,981,6739,2427,75,296,2043,0,94,14,242,350
08005006603,415,558,3310,1480,330,385,714,69,25,76,190,291
08014980200,0,0,0,0,0,0,0,0,0,21,0,21
08035014133,302,747,6337,2184,120,338,1680,16,84,5,445,534
08005081700,105,353,2991,985,61,125,799,12,34,94,342,470
08035014107,198,546,3775,1381,68,194,1119,36,123,429,722,1274
08001008534,118,373,4946,1421,78,295,992,26,50,29,114,193
08001008603,243,201,1937,794,277,363,107,71,189,79,557,825
08001008605,335,488,4278,1448,258,399,763,86,612,33,2948,3593
08035014505,504,895,5797,2353,96,685,1477,12,538,301,744,1583
08001009002,653,735,10038,3376,361,1528,1219,95,229,28,578,835
08001008606,850,630,6120,2441,320,1400,701,193,236,151,3882,4269
08005005632,157,478,3416,1223,97,246,856,6,109,594,2652,3355
08005006707,417,627,5143,1897,69,529,1273,20,1623,159,5221,7003
08059011402,869,722,4453,2086,565,943,495,212,147,797,1319,2263
08059011601,316,570,3855,1492,247,607,540,106,325,573,877,1775
08005086000,280,644,8476,2502,67,642,1745,41,123,0,213,336
08001060100,330,754,7879,2483,143,607,1677,34,108,680,870,1658
08035014603,233,635,6892,2219,104,434,1613,0,97,6,142,245
08005082500,120,255,2276,748,36,268,427,24,25,1,25,51
08001008539,422,759,11059,3252,110,962,2130,41,198,256,675,1129
08031007013,851,745,3927,2057,178,877,946,40,251,36,632,919
08035014010,380,797,5997,2344,156,521,1575,43,158,695,720,1573
08093000100,608,1114,7051,3409,323,933,1335,46,216,133,587,936
08035014128,338,634,4859,1856,43,481,1325,0,42,268,306,616
08001009751,264,405,3944,1368,360,678,281,24,1246,55,201,1502
08005086500,504,570,5159,2022,105,752,1082,92,76,372,443,891
08005015100,187,475,2835,1064,55,238,771,12,31,0,265,296
08031001000,265,285,4803,1413,398,620,395,126,3690,431,1682,5803
08059011731,729,772,4317,2137,198,781,1073,20,327,1,179,507
08059012043,422,886,5766,2233,139,480,1600,44,108,121,628,857
08059009900,291,417,2534,1145,154,385,485,33,2341,341,476,3158
08059012022,430,1059,5809,2345,181,597,1546,15,152,277,545,974
08005085300,230,346,2441,994,42,251,649,12,8,31,366,405
08035014006,235,531,6934,2177,84,221,1814,0,122,16,287,425
08059012046,191,322,2270,856,72,311,473,8,71,197,501,769
08039961100,198,420,2227,1012,151,415,337,29,86,14,162,262
08039961207,246,644,3930,1549,121,330,1001,9,246,47,292,585
08039961205,223,309,2057,809,121,248,419,0,46,2,30,78
08059010503,667,828,4222,2053,362,780,831,126,165,548,1124,1837
08059009808,729,1245,6024,2790,501,611,1563,83,497,120,1892,2509
08059009839,87,348,2379,835,37,243,555,4,450,72,339,861
08014030600,308,805,6027,2264,110,841,1271,0,42,9,105,156
08035014109,306,617,2882,1301,28,241,965,55,121,13,515,649
08035013909,349,847,6016,2269,86,606,1529,47,402,52,684,1138
08001008542,421,837,9823,3121,202,716,2040,39,493,188,438,1119
08001009411,293,532,2974,1260,102,364,776,14,36,256,326,618
08005005612,415,491,3789,1577,176,462,840,19,105,1027,453,1585
08014980300,0,0,0,0,0,0,0,0,NA,NA,NA,NA
08001009553,249,338,3760,1223,208,498,517,98,6215,595,2047,8857
08001008538,218,699,8171,2524,97,385,1931,0,127,10,426,563
08035014604,149,436,4245,1380,81,148,1129,16,65,2,156,223
08059011712,409,720,4313,1786,156,503,1101,0,77,4,217,298
08059011721,372,357,2541,1236,136,312,662,24,81,5,653,739
08031003901,887,924,4204,2618,268,347,1582,102,311,377,2859,3547
08014030700,396,428,2941,1277,199,326,752,34,25,26,188,239
08001008401,335,614,4978,1787,258,634,816,47,307,177,617,1101
08001008547,179,366,3663,1192,35,406,674,15,15,213,335,563
08001009320,372,263,2643,1232,252,592,218,67,265,109,2077,2451
08031003002,504,491,2780,1446,80,473,775,126,84,101,3390,3575
08059009807,272,313,1737,829,127,254,425,72,496,501,3569,4566
08059009823,360,703,4829,1796,103,463,1199,10,71,1,54,126
08005005624,117,416,2443,882,46,146,690,14,85,14,1097,1196
08059009824,379,557,4750,1871,138,674,993,42,136,17,389,542
08031000501,239,444,2183,1044,74,198,693,25,227,27,201,455
08059012023,198,527,3545,1343,67,371,868,21,137,17,135,289
08005007103,67,272,1716,592,22,121,449,6,197,36,214,447
08059060400,387,539,3613,1479,77,389,1002,0,1111,772,5775,7658
08031006804,675,754,3168,1970,111,558,1010,39,4992,66,12607,17665
08035014135,110,486,4868,1652,74,186,1254,4,1261,29,626,1916
08035014404,150,627,2612,1146,69,208,809,32,36,2,134,172
08059011709,488,575,3633,1615,126,840,636,20,43,10,330,383
08005083200,254,781,9380,2811,74,627,2110,18,101,90,322,513
08031001701,2731,2014,7500,6123,940,995,3011,842,7742,740,30043,38525
08059980400,0,0,1308,0,0,0,0,0,0,0,188,188
08031000302,684,836,4587,2123,156,554,1358,46,126,283,655,1064
08031008304,162,202,3790,1030,195,439,375,33,35,0,16,51
08059011725,162,289,1844,705,36,215,454,15,21,0,53,74
08001008523,427,1057,9226,3032,249,700,2020,71,1526,1702,2432,5660
08031006814,666,648,5296,2221,441,872,783,60,274,63,1448,1785
08001988700,0,0,0,0,0,0,0,0,42,199,846,1087
08005006808,187,605,5839,1874,20,311,1543,7,92,10,344,446
08031002902,618,796,4239,2055,132,365,1440,14,73,149,842,1064
08031006701,1241,1024,4080,2715,245,864,1350,108,443,0,2305,2748
08035013908,302,1121,6560,2514,117,417,1940,15,115,6,331,452
08035014140,198,584,5309,1776,59,199,1447,20,163,132,353,648
08005006300,339,428,2601,1248,154,426,574,10,51,122,281,454
08001008541,171,1196,6241,2194,65,399,1707,36,372,0,203,575
08059009850,281,473,2540,1139,90,136,856,0,150,22,357,529
08001008537,153,520,6846,1968,105,603,1220,11,1716,76,339,2131
08059012041,434,866,5885,2205,60,623,1502,20,138,118,480,736
08035014506,191,616,5410,1859,56,165,1536,16,210,3,172,385
08093000300,433,357,2900,2603,272,479,394,7,146,94,583,823
08005080900,307,325,4901,1363,132,605,616,38,18,100,286,404
08035014011,473,570,5608,2211,109,480,1482,83,42,107,716,865
08035014009,172,327,4252,1309,62,252,976,11,109,22,756,887
08035014132,108,623,6394,2002,21,279,1680,0,139,2,338,479
08035013905,470,647,4265,1774,242,508,982,100,179,600,2469,3248
08001061200,67,266,2795,904,15,100,710,0,70,790,500,1360
08005005636,109,298,1833,717,33,113,528,0,21,0,118,139
08005084900,93,429,3421,1093,41,152,900,9,149,761,594,1504
08005005622,188,470,2631,1072,62,232,764,11,108,19,472,599
08039961209,194,336,2182,933,125,273,468,16,90,25,349,464
08005007107,388,853,11605,3507,160,608,2667,67,338,1774,2715,4827
08059011100,1005,1017,6565,3069,646,1213,977,395,694,401,8642,9737
08005086800,1134,813,7377,3423,562,1394,1192,207,36,146,650,832
08014030900,478,872,5423,2236,73,574,1561,51,131,25,394,550
08035013901,639,1294,7807,3289,135,764,2158,0,509,277,3164,3950
08031003902,544,563,4502,1934,73,426,1327,42,437,520,5863,6820
08035014108,329,648,4849,1854,80,406,1324,17,83,13,654,750
08059011702,648,763,5693,2307,276,728,1231,124,88,138,1023,1249
08035014138,721,566,3059,1761,125,554,951,29,239,1051,1507,2797
08035014012,377,872,7976,2853,122,556,1993,0,844,563,1290,2697
08005085200,52,385,3013,949,21,109,815,5,39,8,224,271
08035014008,325,1131,9343,3331,106,382,2698,70,220,32,807,1059
08059009830,377,327,2245,1024,106,444,474,18,31,73,342,446
08031008389,601,1069,11639,3754,217,1194,2268,45,424,208,597,1229
08005080400,574,679,4946,2028,226,879,895,74,914,813,5606,7333
08001008000,438,506,5818,1928,411,940,443,192,41,17,87,145
08035013904,499,705,4452,1868,161,939,745,18,1346,1385,2919,5650
08031003102,1200,605,3527,2245,665,564,780,452,162,142,6967,7271
08059015800,782,767,4442,2070,205,964,901,184,1586,720,1642,3948
08039961204,223,1083,8121,2640,197,442,2001,32,368,27,406,801
08001008535,73,465,3883,1222,56,409,724,44,4530,90,1078,5698
08031004601,422,587,6481,2089,371,968,702,96,78,236,355,669
08059011733,422,283,1727,945,149,342,396,40,354,33,6472,6859
08059011000,775,824,6290,2441,509,1052,869,278,321,319,1382,2022
08059011904,547,478,2716,1422,222,646,466,84,1203,157,3587,4947
08035014126,394,426,2130,1125,51,349,685,57,264,588,831,1683
08005086100,274,389,4848,1619,82,408,1095,11,33,21,212,266
08035014403,276,1135,6148,2293,136,580,1569,36,809,35,1075,1919
08001009310,436,592,6290,2001,321,875,695,172,68,0,130,198
08031001702,1661,851,4491,3416,610,708,1333,803,11148,1361,60131,72640
08001008536,148,358,3495,1091,29,140,909,6,81,23,72,176
08059012053,221,529,4010,1468,155,354,912,22,687,18,263,968
08001008551,41,155,1569,497,25,60,383,12,20,0,48,68
08059009849,708,939,5660,2494,405,858,1108,101,1491,431,2996,4918
08001008802,96,279,5396,1252,167,536,481,83,5786,153,1299,7238
08005005551,328,409,2951,1200,288,570,264,83,5379,438,2341,8158
08059012031,145,880,4092,1620,59,284,1206,0,291,10,276,577
08059009846,377,881,4733,2046,140,366,1419,28,412,600,998,2010
08031000800,52,117,1437,466,315,71,25,145,1767,157,618,2542
08059012057,872,980,5992,2667,286,871,1455,53,79,236,1010,1325
08005005619,457,659,5102,1900,120,650,1088,42,47,26,444,517
08005086700,77,456,5485,1667,42,177,1386,12,84,57,611,752
08031980000,245,124,1708,678,110,345,223,13,12036,579,6465,19080
08005083900,722,441,3071,1562,115,716,657,21,23,80,345,448
08014031400,302,942,6317,2427,46,494,1686,5,52,25,258,335
08035014504,528,543,4637,1861,250,717,826,93,578,163,4152,4893
08035014122,313,953,7137,2685,124,443,1894,32,196,338,1161,1695
08059012033,186,643,2815,1286,40,246,901,0,97,147,409,653
08059012050,531,774,4140,1828,205,502,1113,110,115,793,1197,2105
08059012024,347,772,5387,2107,146,391,1496,64,1629,211,3776,5616
08039961208,167,592,3465,1288,61,397,807,14,244,316,864,1424
08059009829,109,215,1841,678,21,131,526,15,12,206,226,444
08031001500,317,381,4377,1271,326,631,263,172,4133,259,2737,7129
